gene	red1	red2	red3	white1	white2	white3	log2fold	p.value	q.value
VIT_207s0005g03810.1	840	580	367	559	558	349	-0.156108031	0.546895584	0.712946866
VIT_208s0007g00410.1	27	38	32	79	69	89	1.368020331	8.38E-05	0.000645688
VIT_205s0062g00310.1	18	10	14	22	22	20	0.70732085	0.194959759	0.362651519
VIT_205s0049g01920.1	76	72	62	16	24	37	-1.363330307	0.000524096	0.003148629
VIT_206s0009g03640.1	891	697	817	857	857	988	0.255653242	0.072224113	0.177125723
VIT_200s0229g00200.1	65	41	35	32	30	12	-0.807321667	0.097456483	0.221019835
VIT_210s0003g04411.1	30	14	12	7	4	9	-1.35428421	0.060982176	0.156209578
VIT_206s0004g05370.1	41	96	87	170	134	131	1.015765023	0.006553991	0.026298912
VIT_216s0098g01650.1	874	725	658	907	759	691	0.165412213	0.299090164	0.484759067
VIT_212s0057g01470.1	4313	4495	3940	3639	3497	3423	-0.183815441	0.116809477	0.252860672
VIT_209s0002g02370.1	171	156	152	133	134	132	-0.173614348	0.391860238	0.57658447
VIT_200s0279g00080.1	6	0	0	0	0	0	-3.189087491	0.413509479	1
VIT_215s0021g00260.1	1028	638	510	686	553	641	-0.086760497	0.670790652	0.804913026
VIT_218s0001g03720.1	2	5	1	2	4	4	0.405118486	0.756411619	0.861763346
VIT_203s0038g03740.1	149	116	105	38	45	48	-1.400146296	3.13E-07	4.49E-06
VIT_209s0018g00355.1	0	2	0	5	6	2	2.78158004	0.117467224	0.253970869
VIT_206s0004g06950.1	0	0	0	0	0	4	2.914421243	0.463360067	1
VIT_217s0053g01020.1	3	11	2	0	0	2	-2.933702701	0.099988956	0.225265352
VIT_213s0064g01080.1	1028	1009	1058	2017	1631	1593	0.846764469	2.75E-07	4.01E-06
VIT_201s0011g03220.2	984	1004	909	1066	966	989	0.149175073	0.265696874	0.447767979
VIT_208s0040g02710.1	10698	9268	8510	11349	11732	12305	0.407335513	6.36E-07	8.47E-06
VIT_205s0136g00370.1	27	17	14	4	18	18	-0.438655489	0.518529458	0.689870959
VIT_219s0135g00160.1	108	62	58	62	86	92	0.182943979	0.55830214	0.722426485
VIT_204s0023g01360.1	1348	1367	1335	1633	1823	1790	0.454852217	0.000193721	0.001326478
VIT_208s0040g00800.1	29	30	27	171	189	136	2.618607898	8.99E-19	7.23E-17
VIT_213s0074g00190.1	1150	959	767	669	878	678	-0.269848975	0.075068541	0.182595563
VIT_219s0014g01170.1	1655	1042	1054	726	869	866	-0.502281241	0.001171732	0.006262313
VIT_218s0075g00740.1	444	308	332	454	312	302	0.08722214	0.695613403	0.821389843
VIT_201s0010g03120.1	4	2	9	4	2	2	-0.848714476	0.48458466	0.660479855
VIT_205s0102g00760.1	751	666	706	600	651	755	0.002297592	0.987037741	0.993925069
VIT_203s0063g01510.1	14	8	8	8	38	42	1.641786184	0.01860139	0.061218697
VIT_214s0108g00160.1	9	6	5	4	12	9	0.418431225	0.622899935	0.770784316
VIT_208s0007g01740.3	419	322	253	312	275	260	-0.119867148	0.526777391	0.696521929
VIT_205s0051g01060.1	12	7	11	7	6	0	-1.100177809	0.297543682	0.483331349
VIT_209s0002g03200.1	3072	2765	2744	3012	3453	3524	0.305344287	0.002752233	0.012851174
VIT_206s0009g03230.1	36	38	30	17	19	28	-0.613985717	0.172257793	0.333414904
VIT_214s0081g00466.1	80	104	87	66	90	128	0.138140528	0.6652409	0.801457741
VIT_211s0016g04530.1	2963	2432	2100	1832	1944	1872	-0.308031208	0.002559666	0.012095012
VIT_211s0037g00263.1	8	16	12	3	2	5	-1.783611759	0.049058883	0.131943193
VIT_207s0031g01730.2	3807	3598	3264	3734	3466	3485	0.094479673	0.383265193	0.56809658
VIT_206s0004g01410.1	1252	1596	1303	1173	1386	1447	0.02441816	0.879669028	0.937285598
VIT_207s0104g00160.2	1700	1519	1244	1545	1230	1161	-0.076876962	0.629277349	0.775780374
VIT_213s0156g00120.1	5192	4612	3624	3763	3104	3338	-0.291436118	0.030621662	0.091434438
VIT_203s0017g00920.1	2	6	2	4	2	8	0.56096262	0.637298286	0.781725246
VIT_200s0208g00130.1	61	68	54	53	56	50	-0.113991964	0.715541266	0.834371895
VIT_207s0151g00680.1	25	17	10	10	21	30	0.338457304	0.581326559	0.740270999
VIT_200s0184g00110.1	12	34	46	49	29	22	0.165438214	0.786306356	0.882820069
VIT_216s0022g01460.3	17155	16119	12214	21660	17884	17808	0.438344854	0.001859909	0.009224758
VIT_214s0066g02140.1	61	45	38	39	45	56	0.060533971	0.862306149	0.927841581
VIT_218s0001g12220.2	498	432	411	478	609	750	0.540592587	0.001727549	0.008673259
VIT_205s0049g00470.1	1295	1152	909	873	753	675	-0.439684369	0.005194175	0.02172943
VIT_219s0014g03380.2	1936	1383	1412	1374	1346	1355	-0.113804106	0.354183026	0.54120082
VIT_207s0031g02150.1	1106	951	884	876	729	894	-0.138490969	0.313511364	0.50006762
VIT_214s0083g00530.2	1946	1486	1523	1180	1039	1037	-0.505968241	0.000134473	0.000973667
VIT_214s0083g00470.1	13	24	26	24	11	24	-0.032544261	0.956903424	0.977646205
VIT_205s0094g00210.1	9	6	7	4	6	2	-0.776717864	0.420215119	0.603359009
VIT_215s0107g00010.1	1	1	0	2	0	0	0.197247784	0.949605324	1
VIT_209s0070g00550.1	71	86	63	49	55	50	-0.427808163	0.167010762	0.326550792
VIT_219s0015g00670.1	31048	27067	26605	17137	31966	30561	-0.009358168	0.960755963	0.979777085
VIT_203s0038g02560.1	281	250	251	262	246	253	0.051547926	0.759141793	0.863955557
VIT_214s0036g01410.1	61	42	56	8	69	40	-0.376868646	0.52757412	0.697195458
VIT_212s0057g01170.1	354	250	220	226	254	306	0.035497828	0.853707352	0.922964026
VIT_207s0129g00600.1	102	69	97	53	40	50	-0.814890233	0.011709339	0.042262136
VIT_204s0023g02310.1	89	47	43	68	72	106	0.574193492	0.098456216	0.222636653
VIT_204s0008g00370.1	163	261	242	24	166	384	-0.181947163	0.850738565	0.921517444
VIT_211s0149g00280.1	66	6	22	4	6	1	-2.930322327	0.001888556	0.009351799
VIT_212s0034g00892.1	2	0	0	1	1	1	0.793944542	0.758153508	1
VIT_216s0013g01380.1	724	485	371	359	381	331	-0.442955236	0.023900414	0.074829237
VIT_205s0020g04260.1	170	133	103	37	42	48	-1.572606043	2.28E-08	4.14E-07
VIT_214s0030g01610.1	1539	1193	1055	773	722	797	-0.621090911	1.02E-06	1.29E-05
VIT_200s0615g00040.1	4	4	9	16	11	18	1.464700756	0.057759779	0.14986519
VIT_204s0044g01970.2	212	174	158	106	116	141	-0.488877629	0.020199236	0.065444014
VIT_214s0060g01270.1	180	193	205	344	282	312	0.780004802	0.000172092	0.001198999
VIT_217s0000g07650.1	14267	12418	11334	10601	11110	10735	-0.134155777	0.103271676	0.230827315
VIT_207s0031g02540.1	246	216	182	99	150	221	-0.367345602	0.181410594	0.345256944
VIT_213s0019g04070.1	520	362	310	185	161	225	-0.952323834	3.48E-06	3.89E-05
VIT_200s0169g00070.1	1	0	1	0	0	0	-1.765599346	0.661974619	1
VIT_200s0757g00030.1	154	71	83	103	88	91	-0.005519244	0.985802867	0.993482041
VIT_201s0127g00580.1	151	85	103	90	116	78	-0.150938787	0.599386355	0.753738244
VIT_209s0002g03990.1	9840	7399	6733	6864	8170	8330	0.063100938	0.573318475	0.734420543
VIT_203s0038g02240.2	6477	4819	4778	3465	4373	4549	-0.280731837	0.022285521	0.070773298
VIT_208s0058g01260.1	138	110	132	142	100	144	0.113045811	0.662739566	0.799342605
VIT_200s0262g00080.1	40	55	50	12	18	8	-1.860197298	0.000197125	0.001345912
VIT_201s0127g00220.2	1106	1027	970	1379	1335	1371	0.487168238	1.41E-05	0.000135253
VIT_211s0016g03810.1	196	84	72	24	23	35	-1.965973623	2.05E-06	2.43E-05
VIT_218s0001g11220.1	1018	931	912	945	1157	1018	0.211431758	0.085687143	0.201367916
VIT_218s0001g00800.1	29	17	15	8	19	15	-0.433116834	0.467494356	0.646184788
VIT_218s0001g01580.1	802	574	523	443	598	533	-0.169435628	0.286701991	0.471641956
VIT_219s0085g01030.1	11918	10710	9414	10964	10127	10568	0.079078585	0.425754174	0.608942894
VIT_219s0135g00015.1	7	1	1	9	2	6	1.10422112	0.379903224	0.564898704
VIT_201s0150g00550.1	937	696	689	563	591	636	-0.277063333	0.032442663	0.095691402
VIT_206s0004g00410.1	2957	2650	3067	3296	3333	3768	0.341383129	0.011444561	0.041510814
VIT_204s0210g00220.1	22361	18489	17180	15970	17828	17797	-0.074584526	0.368996008	0.555653832
VIT_218s0001g06280.1	80	33	42	32	64	56	0.082545999	0.845058657	0.917874945
VIT_207s0095g00005.1	124	125	73	79	105	120	0.015235134	0.956991853	0.977664787
VIT_218s0041g02320.1	2	3	4	6	0	0	-0.478598001	0.78982653	0.884465653
VIT_213s0067g02030.1	9	11	6	0	8	6	-0.821083885	0.448564781	0.629178474
VIT_217s0053g00586.1	6	4	4	0	0	0	-4.560108346	0.019326869	1
VIT_218s0001g07780.1	2081	2371	2284	2043	2305	2325	0.061432998	0.66758517	0.802826409
VIT_210s0003g00800.1	271	223	234	132	175	180	-0.493180044	0.01138298	0.041331079
VIT_200s0179g00200.1	6	3	0	2	0	0	-1.943342658	0.399221479	1
VIT_211s0052g00130.2	1046	913	794	806	827	900	-0.024584489	0.828332897	0.907951592
VIT_200s0226g00040.1	1423	1073	1088	897	1125	1000	-0.151174375	0.232008978	0.408219017
VIT_218s0001g08300.1	2408	2465	2353	4608	3460	3436	0.761328254	5.93E-06	6.25E-05
VIT_205s0062g01290.1	2	1	0	1	4	7	2.127933449	0.196727417	0.364697524
VIT_215s0048g01680.1	4	6	4	5	0	4	-0.539066171	0.67713077	0.808764285
VIT_217s0000g06100.1	79	42	39	33	57	37	-0.219057244	0.58429302	0.742605023
VIT_200s0646g00010.1	10	2	0	6	2	5	0.328218582	0.81241989	0.897986062
VIT_210s0003g00360.1	5234	4032	3523	3409	3791	3528	-0.150599257	0.166349698	0.325824245
VIT_200s0203g00140.1	1502	1610	1232	2835	3477	3277	1.230314673	2.26E-22	2.72E-20
VIT_205s0049g00170.1	1	3	1	0	1	0	-2.140830433	0.377442417	1
VIT_218s0001g09600.1	22	13	19	18	17	35	0.462474299	0.404807439	0.589127247
VIT_204s0008g06790.1	409	407	279	502	675	788	0.936128471	9.93E-07	1.26E-05
VIT_215s0024g00420.1	1	3	2	1	0	0	-2.423648848	0.287771897	1
VIT_213s0067g03590.1	7	11	24	16	21	20	0.471804435	0.48108764	0.657744541
VIT_212s0134g00430.2	5694	4698	4069	4696	4260	4467	-0.005025761	0.963777146	0.980855983
VIT_212s0028g02960.1	4542	3270	2793	3081	2633	2739	-0.214397935	0.140952206	0.290699578
VIT_206s0009g00890.2	1366	1250	1074	970	1310	1244	0.02318511	0.858648983	0.925986742
VIT_214s0030g00210.1	9	3	2	19	14	6	1.635367786	0.07124222	0.175348089
VIT_210s0003g04710.1	114	47	69	29	36	24	-1.255205077	0.00207812	0.010138828
VIT_218s0001g07260.2	387	556	439	468	404	341	-0.107625065	0.634636767	0.779687255
VIT_206s0004g04600.1	3128	2445	2527	2001	2032	2536	-0.209695052	0.097861566	0.221618513
VIT_217s0000g09970.1	252	266	187	259	345	284	0.425002965	0.026868021	0.08226687
VIT_218s0001g07270.2	129	154	141	96	259	236	0.541355516	0.108164713	0.238972995
VIT_207s0031g03050.1	1594	1466	1383	1916	1690	1792	0.37347211	0.001971611	0.009699067
VIT_209s0002g08980.1	492	373	382	385	384	361	-0.044347457	0.767078704	0.869317319
VIT_201s0026g00090.1	413	354	307	221	280	326	-0.284751811	0.10820187	0.23903163
VIT_206s0004g03080.1	26	16	30	2	8	3	-2.400822387	0.001644552	0.008328575
VIT_200s2259g00005.1	0	0	3	0	1	2	-0.062795427	0.981533174	1
VIT_200s0287g00020.1	142	142	105	64	127	123	-0.22363793	0.446949823	0.627849452
VIT_215s0046g01310.3	2439	2162	2515	1631	2171	2433	-0.115869825	0.477555746	0.655019492
VIT_202s0025g04320.1	838	886	886	982	782	1013	0.171576495	0.311439781	0.498104505
VIT_200s0346g00100.1	18	28	30	4	12	2	-2.025212932	0.007536408	0.029514975
VIT_203s0038g00580.1	142	170	110	146	169	140	0.200368018	0.39628312	0.580474317
VIT_219s0085g00850.1	7123	6721	6486	6606	6581	6544	0.044791835	0.655450745	0.794296497
VIT_213s0067g03880.1	4987	4307	3398	4633	5242	5230	0.350889769	0.00103322	0.005606786
VIT_205s0062g00150.3	3081	2750	2878	2639	3149	3585	0.187871378	0.150147434	0.30327222
VIT_207s0031g02780.1	1068	1054	796	1159	1283	1236	0.428748361	0.000467324	0.002856347
VIT_211s0103g00340.1	145	85	89	89	62	72	-0.401116019	0.183178049	0.347273122
VIT_204s0008g04860.1	6	7	0	5	2	3	-0.224350963	0.868608292	0.931417199
VIT_201s0011g02970.1	1667	1353	1379	962	1194	1213	-0.29547783	0.014963425	0.051426206
VIT_215s0107g00240.1	662	608	449	650	471	429	-0.03962631	0.848362005	0.919992116
VIT_210s0003g03020.1	2	2	0	0	0	0	-2.704222831	0.452197695	1
VIT_205s0020g02670.1	54	67	57	9	16	15	-2.079640354	2.78E-06	3.18E-05
VIT_218s0001g06200.1	2209	1888	1726	1746	2008	2039	0.085571792	0.384176826	0.569260435
VIT_202s0012g00655.1	2	1	3	0	3	5	0.457610749	0.776580474	1
VIT_208s0040g02970.1	151	106	111	48	54	80	-0.920838465	0.001505243	0.007753896
VIT_202s0025g03330.1	98	105	87	76	83	61	-0.308846286	0.263872947	0.445581269
VIT_200s0349g00020.1	2119	1713	1517	2645	2968	2750	0.743745402	4.25E-13	1.66E-11
VIT_202s0025g02550.1	1098	1023	1119	1300	1311	1303	0.355371157	0.007567968	0.029607671
VIT_204s0008g03790.1	481	420	370	408	493	475	0.207591452	0.131629139	0.276228539
VIT_209s0002g06080.1	7	4	0	0	0	0	-4.137054583	0.10885393	1
VIT_204s0008g05590.1	1550	1403	1219	2202	1790	1609	0.526039965	0.000888851	0.0049356
VIT_208s0217g00030.1	9944	6631	5006	5627	5367	5381	-0.276821217	0.099243171	0.224033597
VIT_211s0016g05040.1	511	402	303	278	353	322	-0.246748632	0.161918416	0.320068974
VIT_213s0158g00160.1	45	31	36	34	26	23	-0.330326598	0.434677475	0.616837108
VIT_213s0067g00080.2	1786	1809	1728	1919	2498	2425	0.441548177	0.000858165	0.004789255
VIT_218s0122g00371.1	8	5	10	4	2	19	0.181406778	0.856659618	0.92477172
VIT_216s0022g00450.3	2927	3006	2256	2726	2648	2448	0.030129129	0.814670061	0.89905282
VIT_213s0158g00170.1	322	196	148	100	170	222	-0.32479157	0.295009885	0.480776625
VIT_209s0002g05380.1	0	0	0	2	0	0	2.003825415	0.619263398	1
VIT_205s0094g01390.1	2563	2067	1877	1829	1783	1657	-0.203425809	0.074657459	0.181786777
VIT_210s0071g00375.1	29	44	16	40	57	65	0.956048776	0.032298218	0.095402858
VIT_211s0016g02840.1	1635	1269	1158	1382	1206	1067	-0.046238165	0.759889789	0.864457199
VIT_208s0007g08620.1	98	71	58	58	68	76	-0.064122142	0.826605746	0.907046151
VIT_217s0000g01825.1	1718	1025	624	704	723	936	-0.378582221	0.130971162	0.275232621
VIT_211s0016g03570.1	126	120	55	70	96	83	-0.162525209	0.618411195	0.768185322
VIT_219s0085g00760.1	6	0	0	0	0	0	-3.189087491	0.413509479	1
VIT_207s0104g00360.3	22	12	10	10	8	5	-0.807262349	0.263623319	0.445331303
VIT_218s0076g00210.1	329	311	325	486	505	598	0.802245074	5.01E-07	6.82E-06
VIT_210s0116g00360.1	12995	11128	10511	9794	10959	11096	-0.02904718	0.727603616	0.842240543
VIT_218s0086g00200.1	31	16	32	49	51	60	1.103232496	0.007767239	0.030276765
VIT_203s0063g01810.1	25	15	6	0	1	2	-3.806668541	0.001689202	0.008506852
VIT_213s0067g03190.1	2723	2388	2720	1391	1813	1844	-0.555467104	0.000117664	0.000865599
VIT_213s0156g00320.1	3265	2427	1981	2472	2399	2189	-0.008707106	0.950697258	0.974595654
VIT_204s0008g01920.2	191	180	155	73	170	149	-0.344002089	0.242980838	0.421462602
VIT_217s0000g05580.1	13312	14046	11140	13485	10924	11656	0.000679168	0.996138227	0.997990155
VIT_218s0001g12470.1	3350	3393	3045	3980	4262	4171	0.428966841	3.62E-05	0.000310007
VIT_203s0091g00200.1	847	686	768	474	679	669	-0.254159298	0.122146632	0.261696282
VIT_208s0007g08180.1	1409	1232	1207	979	1284	1113	-0.101301433	0.419311416	0.602753467
VIT_214s0066g02020.1	21	22	24	43	40	65	1.221064512	0.003896253	0.017241704
VIT_204s0008g03550.1	2	4	19	24	53	65	2.498579631	0.001092226	0.005890536
VIT_201s0011g05070.1	2	0	0	0	0	0	-1.619158059	0.689479719	1
VIT_207s0005g00330.1	1118	885	860	764	832	778	-0.173890531	0.132511878	0.277666842
VIT_201s0011g01390.1	45	29	45	35	33	28	-0.220516426	0.592054426	0.748634245
VIT_209s0002g04840.1	155	104	24	86	100	104	0.185299486	0.695366405	0.821288778
VIT_201s0026g00880.1	232	252	369	218	238	249	-0.216690928	0.403535995	0.587846941
VIT_208s0032g00310.1	1874	1933	1490	2665	2604	2374	0.623847378	1.23E-06	1.53E-05
VIT_212s0059g00190.1	54	76	41	95	104	130	1.032085176	0.001036681	0.005619244
VIT_218s0089g00540.1	7	3	11	4	14	21	0.939520022	0.288021605	0.473233053
VIT_201s0010g01080.2	287	232	162	234	207	257	0.145238321	0.486726264	0.662396162
VIT_216s0050g02540.4	4	0	5	2	4	4	0.22081997	0.875086723	0.93475739
VIT_217s0000g10060.1	3399	3135	3732	2938	2894	3490	-0.062598865	0.678444596	0.809609113
VIT_213s0047g00375.1	3	4	4	0	4	8	0.170801056	0.898175402	0.947106356
VIT_219s0015g00280.2	29	36	27	13	23	22	-0.587411261	0.223386223	0.397930464
VIT_212s0034g02420.1	13	7	9	17	7	13	0.465403128	0.519483494	0.690528074
VIT_202s0012g01420.1	995	976	984	1351	1201	1197	0.429867872	0.002549634	0.012055201
VIT_203s0038g03920.1	620	219	212	204	211	182	-0.667258008	0.042799015	0.118578293
VIT_201s0011g03830.2	1689	1440	1728	1521	1688	1523	0.044012061	0.755070673	0.860584068
VIT_214s0036g01160.1	2	11	7	3	2	1	-1.681919455	0.171730129	0.332743754
VIT_210s0597g00040.1	735	597	723	473	462	527	-0.406694069	0.010061397	0.037282652
VIT_208s0056g01620.6	3084	2782	2333	2412	2512	2704	-0.00879694	0.928525126	0.963049628
VIT_211s0037g01390.1	53	33	20	39	25	50	0.232463984	0.619853714	0.768897083
VIT_206s0004g02930.1	197	234	160	137	182	146	-0.258079346	0.253177051	0.433312367
VIT_201s0011g00850.1	2747	2888	2582	3554	2592	2904	0.230618101	0.157860269	0.314407689
VIT_206s0009g01980.1	12	9	10	4	2	9	-0.957983887	0.278598423	0.462468041
VIT_216s0050g00190.1	154	175	151	139	177	174	0.110240565	0.607592051	0.76024149
VIT_208s0058g01340.1	250	258	278	208	300	383	0.250057903	0.29512879	0.480796366
VIT_200s0448g00020.1	0	2	4	4	10	4	1.592179043	0.2273375	0.402738213
VIT_208s0007g05890.1	980	755	732	476	519	520	-0.6062021	1.14E-06	1.42E-05
VIT_208s0007g08100.1	2	0	1	0	0	0	-2.300982667	0.564947362	1
VIT_200s0207g00020.1	314	279	283	206	210	251	-0.30583594	0.077543898	0.187202012
VIT_209s0054g00510.1	0	0	0	2	0	0	2.003825415	0.619263398	1
VIT_219s0027g00430.1	30	13	21	16	15	11	-0.498123627	0.391776408	0.576498805
VIT_204s0023g01550.1	119	92	92	56	29	37	-1.206086196	0.000467109	0.002855809
VIT_217s0000g08000.1	3681	3797	2660	3026	3289	2910	-0.039090402	0.768159723	0.870078806
VIT_218s0122g00680.2	71	133	108	201	218	201	1.05556588	0.00028265	0.001848017
VIT_211s0065g00430.1	11	8	3	7	2	2	-0.84658463	0.429990318	0.612627791
VIT_215s0021g00600.1	0	0	0	0	1	0	1.049694586	0.796987123	1
VIT_206s0004g06380.1	2	0	14	0	0	0	-4.876672223	0.039398694	0.111182651
VIT_204s0069g00770.2	1930	2676	2341	2576	2662	2841	0.288367818	0.099761559	0.224933138
VIT_218s0001g08770.1	699	615	643	554	627	695	0.023949732	0.862511799	0.927974149
VIT_208s0007g04500.1	5	0	4	1	8	3	0.501515498	0.730260697	0.843712716
VIT_219s0015g00200.1	0	1	0	0	0	1	0.087921914	0.982809318	1
VIT_210s0003g02180.1	22	23	27	28	35	38	0.561956461	0.199002934	0.367584725
VIT_206s0004g01610.1	971	701	885	576	711	644	-0.318441661	0.043964086	0.121135317
VIT_212s0055g01165.1	75	60	61	47	125	82	0.455549983	0.218648994	0.391832636
VIT_213s0047g01040.1	25	17	3	2	6	6	-1.544692728	0.100410874	0.226001144
VIT_216s0013g00440.1	977	751	645	200	229	233	-1.739747757	6.16E-31	1.43E-28
VIT_216s0098g01090.1	791	462	623	138	111	66	-2.466177255	1.55E-18	1.21E-16
VIT_218s0089g00220.2	2684	2199	1949	1520	1553	1452	-0.494257539	3.89E-06	4.29E-05
VIT_219s0027g01190.1	74	61	75	33	29	35	-1.029133817	0.002803989	0.013054074
VIT_200s0429g00030.3	3375	2437	2432	1852	2730	2813	-0.063041861	0.690591709	0.818291923
VIT_200s0391g00020.1	500	384	394	407	358	369	-0.073818845	0.638410559	0.782535262
VIT_212s0028g03330.1	48	38	53	64	67	73	0.6345878	0.051756481	0.137522444
VIT_218s0001g09200.2	3023	2528	2488	2049	2606	2675	-0.044612616	0.704273704	0.827586329
VIT_202s0025g03520.3	4755	3887	3937	3935	3814	3616	-0.051421254	0.633061219	0.778676717
VIT_214s0108g01620.1	892	866	821	908	1131	1186	0.405122453	0.002567173	0.012122853
VIT_209s0002g07120.3	451	444	342	393	346	376	-0.052510233	0.742591134	0.851751199
VIT_200s0183g00060.1	13	15	1	2	16	0	-0.566900362	0.675525341	0.807838448
VIT_216s0098g01880.4	8256	6681	6227	6766	7750	8383	0.208367934	0.039244362	0.110872218
VIT_207s0005g02780.1	19	6	3	3	4	8	-0.744198545	0.45438038	0.634683341
VIT_211s0052g00893.1	10	3	5	0	0	2	-3.057234425	0.067107753	0.167705829
VIT_214s0060g02050.2	941	1028	881	1030	834	822	0.004852529	0.976613654	0.987966079
VIT_213s0019g04280.1	110880	127454	107896	140342	133708	133447	0.319158314	0.014096523	0.049000439
VIT_205s0077g02240.1	2	3	1	1	2	0	-0.898230578	0.632527822	1
VIT_202s0025g01250.2	1093	857	829	831	836	918	-0.007389308	0.949976092	0.974078155
VIT_214s0128g00060.1	30	6	20	30	26	9	0.341184963	0.630629509	0.776804426
VIT_219s0085g00640.1	2	4	4	0	0	0	-4.126465631	0.057609412	1
VIT_209s0002g02010.1	20	19	8	17	6	6	-0.560250279	0.457080486	0.637110764
VIT_206s0004g08110.1	58	42	52	35	44	36	-0.313311804	0.378550213	0.56366929
VIT_217s0000g08790.1	2182	1983	1796	2096	2368	2484	0.31109699	0.001717349	0.008633149
VIT_207s0104g00820.1	1986	1686	1544	1613	1831	1653	0.06143997	0.545464663	0.71182348
VIT_210s0003g04940.2	147	163	231	130	170	140	-0.239594989	0.397480794	0.581623125
VIT_213s0147g00150.1	95	106	103	95	164	135	0.446737405	0.10449609	0.232717795
VIT_208s0007g07630.1	114	140	190	200	180	255	0.574204818	0.04864502	0.130986608
VIT_214s0068g01400.1	2482	871	620	269	348	475	-1.708882164	0.001947853	0.009601079
VIT_207s0005g06000.1	187	114	124	105	124	175	0.026991937	0.919484148	0.958292639
VIT_211s0103g00580.1	1886	1667	1338	1665	1565	1432	0.033218976	0.798069179	0.889329008
VIT_214s0060g00075.1	41	56	33	13	12	7	-1.928348468	0.000212364	0.001436454
VIT_205s0020g04590.1	8753	7364	7086	8063	9788	8891	0.296228043	0.002078756	0.010139735
VIT_217s0000g04000.1	289	312	282	333	403	384	0.424811904	0.010497368	0.038732381
VIT_215s0046g02810.1	0	2	2	6	0	4	1.369469439	0.451451858	1
VIT_203s0097g00550.1	2863	2003	1728	1522	1938	2217	-0.111535686	0.488185419	0.663499485
VIT_200s0477g00030.1	271	198	170	161	148	156	-0.351255829	0.083439661	0.197841816
VIT_209s0002g00670.1	4	13	11	69	27	3	1.90410849	0.039477538	0.111369276
VIT_208s0007g03860.1	18	3	2	0	2	4	-1.769468868	0.206179306	0.376589719
VIT_204s0008g04270.2	2005	1692	1395	1836	1968	2035	0.297082355	0.005405573	0.022475959
VIT_218s0001g09980.1	19	16	21	15	8	20	-0.298670174	0.622050709	0.770283487
VIT_200s0220g00110.2	60	40	56	29	31	36	-0.612888975	0.103211618	0.230747515
VIT_215s0046g02590.1	1	0	0	0	0	0	-0.873858765	0.830425212	1
VIT_212s0035g00170.1	5	8	14	7	15	1	-0.193707142	0.847960973	0.919925275
VIT_210s0071g00320.1	1561	1373	1066	766	1123	1200	-0.279133084	0.096151702	0.218854496
VIT_202s0025g00990.1	21	23	16	43	54	48	1.364267996	0.000774955	0.004393105
VIT_209s0002g03420.1	75	66	49	89	85	105	0.654500785	0.01833353	0.06053576
VIT_214s0081g00640.1	64	48	49	9	16	8	-2.192346397	3.55E-06	3.96E-05
VIT_206s0004g06790.1	44	68	112	26	8	20	-2.00233163	0.000345129	0.002199657
VIT_200s0421g00030.1	0	0	1	0	0	0	-0.873858765	0.830425212	1
VIT_214s0006g02510.3	3929	2458	2353	1756	1832	1722	-0.60625901	5.36E-05	0.000435723
VIT_202s0087g00340.1	713	550	549	367	373	405	-0.565898473	3.48E-05	0.000299882
VIT_214s0036g00225.1	16	6	1	3	6	2	-0.890512271	0.444173601	0.625354427
VIT_209s0002g03340.1	11	10	14	29	46	31	1.673154612	0.001220676	0.006497667
VIT_205s0094g01150.1	25	28	29	18	22	32	-0.115292423	0.808453537	0.895668959
VIT_208s0040g02730.1	4795	4615	4679	1963	2899	2798	-0.80264205	1.24E-07	1.95E-06
VIT_207s0005g03140.1	864	709	361	378	666	476	-0.232654011	0.378675158	0.563722692
VIT_218s0041g01810.1	1	0	0	0	0	0	-0.873858765	0.830425212	1
VIT_218s0001g07660.7	1483	1207	1171	1043	1110	1189	-0.114248367	0.286032827	0.470903625
VIT_207s0005g05790.1	11952	10782	8410	11793	11136	10164	0.190435913	0.12249853	0.262180173
VIT_204s0008g03120.1	1122	940	866	711	914	1148	0.010995472	0.947164173	0.972834453
VIT_204s0023g00820.2	6050	5681	5376	5986	5841	5810	0.133664656	0.183304263	0.347453878
VIT_205s0102g00100.1	7366	6467	6664	5527	7886	7873	0.135716342	0.333295048	0.520233312
VIT_205s0029g01580.1	16	33	22	36	47	60	1.075269781	0.019425427	0.063338034
VIT_203s0017g01510.1	7	14	11	4	2	19	-0.306476457	0.747993321	0.85594132
VIT_212s0059g00660.1	2877	2945	2387	2463	2170	2022	-0.207661529	0.134310603	0.280600091
VIT_219s0027g01590.1	2	0	0	0	3	1	1.187691317	0.667224775	1
VIT_204s0008g00510.1	2344	2413	2047	2383	2177	1835	0.003531271	0.981032076	0.99076501
VIT_215s0048g00210.1	2222	1848	1622	1929	1854	1867	0.089531212	0.403282347	0.587667588
VIT_207s0031g01640.1	20162	16446	16752	18290	18431	18302	0.137762342	0.137837949	0.285952454
VIT_204s0008g01330.1	1149	1107	1174	1051	1042	906	-0.109793815	0.458151892	0.638217772
VIT_216s0098g00860.1	1038	1991	1952	1129	3317	5666	1.050495989	0.128929034	0.272237265
VIT_213s0067g01200.1	4	0	2	0	2	0	-1.468011173	0.559132673	1
VIT_201s0011g04820.1	16508	14529	10713	19269	16124	14536	0.368013478	0.018967379	0.062159654
